aws-sdk	1.66.0	http://github.com/aws/aws-sdk-ruby	5180334
ffi	1.9.6	http://wiki.github.com/ffi/ffi	5172326
compass	0.12.2	http://compass-style.org	5121799
activemodel	3.2.13	http://www.rubyonrails.org	5109394
fog-serverlove	0.1.2		5105250
json	1.8.3	http://json-jruby.rubyforge.org/	5021225
fog-powerdns	0.1.1	http://github.com/cluobah/fog-powerdns	4986912
uglifier	2.7.2	http://github.com/lautis/uglifier	4984193
gherkin	2.12.2	https://github.com/cucumber/gherkin	4983262
rainbow	2.1.0	https://github.com/sickill/rainbow	4973839
rest-client	1.7.3	https://github.com/rest-client/rest-client	4964280
celluloid	0.15.2	https://github.com/celluloid/celluloid	4959948
pg	0.18.4	https://bitbucket.org/ged/ruby-pg	4938486
yajl-ruby	1.2.1	http://github.com/brianmario/yajl-ruby	4926687
haml	4.0.7	http://haml.info/	4920766
redis	3.2.1	https://github.com/redis/redis-rb	4911580
extlib	0.9.16	http://github.com/datamapper/extlib	4910475
activerecord	3.2.13	http://www.rubyonrails.org	4895402
domain_name	0.5.24	https://github.com/knu/ruby-domain_name	4882348
excon	0.45.4	https://github.com/excon/excon	4877457
net-scp	1.1.2	https://github.com/net-ssh/net-scp	4859523
mime-types	1.23	https://github.com/mime-types/ruby-mime-types/	4849508
json_pure	1.8.2	http://flori.github.com/json	4841846
rake	10.0.3	https://github.com/ruby/rake	4831116
mixlib-log	1.6.0	https://www.chef.io	4805886
unf_ext	0.0.6	https://github.com/knu/ruby-unf_ext	4801045
coffee-script-source	1.6.3	http://jashkenas.github.com/coffee-script/	4793196
diff-lcs	1.2.4	http://diff-lcs.rubyforge.org/	4781296
axiom-types	0.1.1	https://github.com/dkubb/axiom-types	4756142
rake	11.2.2	https://github.com/ruby/rake	4755548
rack-protection	1.2.0	http://github.com/sinatra/rack-protection	4714659
rack-test	0.5.7	http://github.com/brynary/rack-test	4713714
kgio	2.9.2	http://bogomips.org/kgio/	4711627
multi_json	1.8.4	http://github.com/intridea/multi_json	4702294
mime-types	3.1	https://github.com/mime-types/ruby-mime-types/	4685598
actionpack	3.2.13	http://www.rubyonrails.org	4685592
capybara	2.4.4	https://github.com/jnicklas/capybara	4680925
rb-inotify	0.9.7	http://github.com/nex3/rb-inotify	4674454
activesupport	4.2.6	http://www.rubyonrails.org	4649321
uuidtools	2.1.3	https://github.com/sporkmonger/uuidtools	4644829
columnize	0.9.0	https://github.com/rocky/columnize	4636504
hashie	3.4.3	https://github.com/intridea/hashie	4634466
actionmailer	3.2.13	http://www.rubyonrails.org	4612088
activeresource	3.2.13	http://www.rubyonrails.org	4602126
jmespath	1.1.3	http://github.com/trevorrowe/jmespath.rb	4587906
pry	0.9.12.6	http://pryrepl.org	4567972
rubyzip	1.2.0	http://github.com/rubyzip/rubyzip	4565428
coderay	1.0.9	http://coderay.rubychan.de	4564161
rake	11.1.2	https://github.com/ruby/rake	4560986
factory_girl_rails	4.5.0	http://github.com/thoughtbot/factory_girl_rails	4551955
railties	3.2.13	http://www.rubyonrails.org	4551148
tzinfo	0.3.33	http://tzinfo.github.io	4529315
hashie	2.0.5	https://github.com/intridea/hashie	4528748
i18n	0.6.5	http://github.com/svenfuchs/i18n	4521520
salesforce_bulk_query	0.2.0	https://github.com/cvengros/salesforce_bulk_query	4515073
multi_json	1.8.2	http://github.com/intridea/multi_json	4485938
oauth2	1.0.0	http://github.com/intridea/oauth2	4456264
multi_json	1.3.6	http://github.com/intridea/multi_json	4450142
rails	3.2.13	http://www.rubyonrails.org	4442893
kaminari	0.16.3	https://github.com/amatsuda/kaminari	4438455
sass-rails	5.0.4	https://github.com/rails/sass-rails	4428285
net-telnet	0.1.1	https://github.com/ruby/net-telnet	4421768
rake	10.0.0	https://github.com/ruby/rake	4420075
sprockets-rails	2.0.1	https://github.com/rails/sprockets-rails	4413988
awesome_print	1.6.1	https://github.com/awesome-print/awesome_print	4402282
sprockets	2.11.0	https://github.com/rails/sprockets	4398303
sinatra	1.3.2	http://www.sinatrarb.com/	4382727
rspec-expectations	2.14.5	https://github.com/rspec/rspec-expectations	4368039
systemu	2.6.5	https://github.com/ahoward/systemu	4364238
polyglot	0.3.1	http://github.com/cjheath/polyglot	4361501
columnize	0.3.6	https://github.com/rocky/columnize	4341922
uglifier	1.3.0	http://github.com/lautis/uglifier	4334245
json_pure	1.8.1	http://flori.github.com/json	4331031
sinatra	1.4.7	http://www.sinatrarb.com/	4327527
equalizer	0.0.11	https://github.com/dkubb/equalizer	4323782
simplecov-html	0.7.1	https://github.com/colszowka/simplecov-html	4303367
mono_logger	1.1.0	http://github.com/steveklabnik/mono_logger	4303187
ffi	1.9.0	http://wiki.github.com/ffi/ffi	4303103
sprockets	2.2.3	https://github.com/rails/sprockets	4286173
net-sftp	2.0.5	https://github.com/net-ssh/net-sftp	4261345
rspec	3.3.0	http://github.com/rspec	4258687
therubyracer	0.12.2	http://github.com/cowboyd/therubyracer	4240376
minitest	5.7.0	https://github.com/seattlerb/minitest	4213632
sqlite3	1.3.10	https://github.com/sparklemotion/sqlite3-ruby	4211939
ntlm-http	0.1.1	http://www.mindflowsolutions.net	4200221
unicorn	4.8.3	https://bogomips.org/unicorn/	4197600
rspec-core	3.4.4	https://github.com/rspec/rspec-core	4196819
rspec-expectations	3.3.1	https://github.com/rspec/rspec-expectations	4196787
escape	0.0.4	http://www.a-k-r.org/escape/	4191452
yard	0.8.7.6	http://yardoc.org	4191052
terminal-table	1.5.2	https://github.com/tj/terminal-table	4183489
parseconfig	1.0.6	http://github.com/datafolklabs/ruby-parseconfig/	4178237
nokogiri	1.6.1	http://nokogiri.org	4176819
